PhraseId	SentenceId	Phrase	Sentiment
2856	27	would complete review thapar university	1
2857	27	ps top universities country engineering drug problem none fighting finish teachers thapar	1
2858	27	thapar university one prestigious universities north india time getting thapar university big achievement dream students ever increasing student intake constantly hiking academic fees people opinion thapar changed alot within couple years intake increased almost administration trying hard keep standard university student exchange program international universities like tcd unsw thapar university offers wide variety streams choose based interests quality education quality crowd thapar university degrading professors come class read content slides tutorial classes taken phd mtech students able clear student doubts times come class distribute tut sheets either ask ask doubt already got solutions write whiteboards talking extracurricular activities thapar many societies student may join based interests everyday one thing going university hostels pretty amazing sports facilities also great	1
2859	27	sum would say far quality education placement thinking bcz intake increased concerned thapar university downside sports environment extracurricular activities facilities thapar university still one best	1
2860	27	note entirely opinion feel student thapar others may opinion	1
2861	27	thank	1
2862	27	let tell small incident submitting hostel fees friend mine sbop thapar university branch guy approached us talk wearing college tshirts thapar university written back tu logo front offered us good amount money thapar tshirt craze respect people thapar punjab nt status iit greater college punjab iit ropar go achievements standards people may know surely one finest institutions indiafaculty administration placements alumini relations infrastructure factors thapar university easily surpasses engineering institutes north india	1
2863	27	premium factor placements prime reason success good placement cell superb alumini relations helps providing good placements internships students entrepreneurship research also encouraged along academics thapar university leading good example produce good engineers entrepreneurs leaders	1
2864	27	someone wants join university college heshe checks rank highest package cut offs etci thing tradition continues	1
2865	27	spent thapar yes experience tell lot things	1
2866	27	pro	1
2867	27	infinite events happen help improving organising skills help personality development	1
2868	27	lots societies	1
2869	27	placements good	1
2870	27	cons	1
2871	27	lack thapar cultureworks like school	1
2872	27	lack college support things like entrepreneurship	1
2873	27	compulsory attendance classes	1
2875	27	review	1
2876	27	university great strong alumni association	1
2877	27	new director supportive	1
2878	27	new branches come give specialisation fields catering industry needsyou wont find branches like machine learning gaming n animation anywhere else	1
2879	27	tu also come minor courses finance business administration etc	1
2880	27	reputation university also great	1
2881	27	comparable many nits better	1
2882	27	upon time thapar use great university one top engineering colleges india today college sunk low would like call garbage college reasons call garbage follows	1
2883	27	quality students thapar low mediocre inferior due quota punjab state students plus enormous increase number seats resulted low cutoffs last year cutoff rank computer engg punjab state students rank jee mains electrical engg rank	1
2884	27	student rank hardly even fit engineering get admission great college like thapar downfall basically get put	1
2885	27	garbage garbage	1
2886	27	thapar intake seats related branches csecoe computer business systems new cse derabassi etc big batch size way maintain good teaching standard facilities placements etc large number students seems like factory producing engineering students	1
2887	27	drug problem punjab though fault thapar university punjab thapar also afflicted drug menace parent feel comfortable send yr old kid environment	1
2888	27	conclusion thapar longer college used matter time people companies find	1
2889	27	number things ranking agency takes account like	1
2890	27	placements	1
2891	27	infrastructure	1
2892	27	reputation	1
2893	27	quality academic input	1
2894	27	thapar university fares extremely well parameters come know fact always rank list top colleges india first places going iits top private universities going tell much	1
2895	27	note college authority smart enough emphasize manipulate factors get good grading ranking	1
2896	27	let come factors ranking agencies take account	1
2897	27	cultural technical growth opportunities university	1
2898	27	thapar university organises biggest technical fest aranya north india interest keen great learning opportunity get interact college students	1
2899	27	participate competitions workshops etc	1
2900	27	ambiance college	1
2901	27	ambiance great talk crowd students entire india giving chance see learn many new things	1
2902	27	college constantly working improving infrastructure	1
2903	27	course curriculum	1
2904	27	best well equipped labs workshop	1
2905	27	many colleges boast world class cnc machines modern manufacturing process thapar university workshops	1
2906	27	curriculum gets modified based industry feed back	1
2907	27	alumni base college	1
2908	27	extremely strong alumni base college importantly base say standing industries product college	1
2909	27	quality etc	1
2910	27	every year yahoo amazon google flipkart delloite etc visit college companies call via linksby throwing away money come every year happy output college	1
2911	27	good eligible graduates able secure jobs graduate college	1
2912	27	hope make well educated decision hope whatever whichever college choose worksout best	1
2913	27	academics faculty class timings average lunch break hours university evaluates regular basis assignments class tests discussions mainly written exams two semester mid semester test mst end semester test est mst approximately within months start semester est end semesterthe quality teaching good teachers regular classes practicle teaches us presentations live models also uses white boards teach uswe regular practical classes practical experience overall experience thapar university patiala fantastic	1
2914	27	points	1
2915	27	excellent teaching quality doubt experience college everyday learning anew whether academic developing social network	1
2916	27	lot opportunities desire succeed whether academic sports	1
2917	27	best part societies people get enrolled activities improve social networks also train person good leader future	1
2918	27	last hostel life quite amazing thapar university patiala	1
2919	27	pros	1
2920	27	good job environment	1
2921	27	learning place everyone	1
2922	27	management good	1
2923	27	campus awesome	1
2924	27	placement good	1
2925	27	thapar university really good university really want become good engineer thapar university right option	1
2926	27	rankings	1
2927	27	ranking national institutional ranking framework nirf mhrd govt india	1
2928	27	thapar university proudly announces achievement ranked institution amongst top engineering institutions country declared national institutional ranking framework nirf mhrd govt india	1
2929	27	ranking national institutional ranking framework nirf mhrd govt india	1
2930	27	proudly announces achievement ranked institution amongst top engineering institutions country declared national institutional ranking framework nirf mhrd govt india	1
2931	27	also distinction best amongst privately managed engineering institutions country	1
2932	27	recent achievements	1
2933	27	thapar university patiala declared second runner smart india hackathon jaipur smart india hackathon pan india hour marathon nonstop digital programming competition participating teams concurrently competed across locations india offer digital yet sustainable innovative solutions real time challenges different government ministries departments came together posed problem statements students participating initiative idea solutions received technical institutions india mammoth event	1
2934	27	thapar institute engineering technology one prestigious universities north india time getting thapar university big achievement dream students everincreasing student intake constantly hiking academic fees people opinion thapar changed lot within couple years intake increased almost administration trying hard keep standard university student exchange program international universities like tcd unsw thapar institute engineering technology offers wide variety streams choose based interests quality education quality crowd thapar institute engineering technology degrading professors come class read content slides tutorial classes taken phd mtech students able clear student doubts times come class distribute tut sheets either ask ask doubt already got solutions write whiteboards	1
2935	27	hi friend	1
2936	27	thapar university well known institute engineering located patiala thapar university ranks amongst top universities india terms placements per survey conducted india today ghrdc	1
2937	27	thapar institute engineering technology university today recognized among leading privately managed engineering institutions country best kind northwestern region india naac autonomous institution ugc reaccredited thapar institute engineering technology university award grade courses teaching faculty good	1
2938	27	tiet one india oldest finest educational institutions provides steady source highly skilled talent nation well overseas	1
2939	27	infrastructure great students colleges visit college agree placements also pretty good many world reputed companies visit campus every year canteen also good provides food reasonable prices moreover lots cafes shops inside campus provide food library excellent lots books sports facilities best swimming pool synthetic athletic track lawn tennis courts badminton court gym facilities every hostel	1
2940	27	thapar university well university established till date list top colleges north india among engineering colleges india thapar school management stands position thapar university secured position list top engineering colleges national institutional ranking framework nirf approved mhrd specialization applied science btech degrees also provides mba degree placement record thapar university excellent branches graduation students placed placed postgraduation made rank rank amongst top universities terms placements india per survey conducted india today ghrdc students thapar university bag lakhs annual package information visit website	1
2941	28	telangana ssc supplementary exam date released check	1
2942	28	telangana ts ssc result pass exam student needs score least per cent marks subjects supplementary exams could clear exam first go get second chance	1
2943	28	telangana ts ssc supplementary exam dates telangana board secondary education tbsie announced result senior secondary certificate ssc today students failed class exams appear supplementary examinations held june june	1
2944	28	pass percentage increased per cent students cleared exam year around schools secured overall per cent pass percentage total per cent private candidates cleared examination successfully girls year outperformed boys securing pass percentage per cent pass percentage boys per cent	1
2945	28	cctvs deterrent cheating board exams numbers agree	1
2946	28	barring slight dip cheating cases reported much decline cases copying unfair means board ecamination	1
2947	28	installation cctv cameras almost examination centres deter students cheating copying state board exams seems made impact year cases students resorting unfair means class x xii state board exams detected verification cds footage recordings however case students caught physically examiners included	1
2948	28	advertising	1
2949	28	cctv cameras tested pilot basis two years since scheme extended almost examination centres gujarat secondary higher secondary education board gshseb awarded skoch award smart governance category	1
2950	28	barring slight dip cheating cases reported much decline cases copying unfair means board ecamination	1
2951	28	board examinations cctv cameras introduced total number unfair means cases detected cctv cameras highest number five years among largest number copying cases reported anand district alone	1
2952	28	copying cases detected cctv footage nearly copying cases detected total cases detected	1
2953	28	history anomalies reported past years gshseb currently carrying extensive verification check discrepancies cctv footage instance cases schools submitting tampered cds cctv footages board electricity supply intentionally disrupted avoid cctv recording examinations	1
2954	28	keeping mind sources said gshseb planning make mandatory schools audio facility along cctv recording board examinations board attempted introduce year resentment schools made optional strict monitoring examination centres like making mandatory depute class ii officials observers sensitive hypersensitive exam centres across state year expecting many cases discrepancies said gshseb chairman j shah	1
2955	28	according shah year number handheld tablets record examination also reduced rooms nearly cctvs covering total examination centres since chances tablets manipulated shah believes reduce number tablets would result fewer number discrepancies	1
2956	28	pune university admission check exam dates test pattern apply	1
2957	28	pune university admissions entrance exam become mandatory admissions pg courses apply unipuneac may	1
2958	28	pune university admission savitribai phule pune university sppu formerly known pune university announced conduct entrance test admission postgraduate programmes conducted june sppu invites applications postgraduate programmes various disciplines arts science technology computer science law management	1
2959	28	advertising	1
2960	28	candidates apply university via online mode official website unipuneacin fill application sent respective department post last date apply may eligibility criteria every course varies	1
2961	28	study canada top universities visa norms scholarships need know	1
2962	28	indian students preferring canada study destination need know education system application process help make informed choice	1
2963	28	students vary studying alltime favourite study destinations us uk thanks changing norms related visa employment migrationwelcoming policies canada moving towards first choice indian candidates wishing study abroad	1
2964	28	advertising	1
2965	28	known making huge investment education system canada home hundreds prominent educational institutions levels education canada divided certificate diploma advanced diploma bachelor degrees postgraduate diplomas pg certificates master degrees doctorate phd	1
2966	28	study australia top universities scholarships pg ug courses	1
2967	28	check top scholarships available indian students study australiabased institutes apply eligibility prize scholarships	1
2968	28	year hundreds students across globe flock australia higher studies making third popular international student destination world extensive lineup courses also makes one favourite education hubs indians	1
2969	28	smooth financially viable journey australian universities provide several scholarships specifically international students top scholarships indian students looking study australia	1
2970	28	list top australia scholarships indian students	1
2971	28	melbourne international undergraduate scholarship university melbourne aud	1
2972	28	dr abdul kalam international postgraduate scholarship university sydney tuition fees	1
2973	28	monash international merit scholarship monash university aud	1
2974	28	information technology international merit scholarship monash university aud	1
2975	28	school chemistry molecular biosciences indian scholarship university queensland tuition fees	1
2976	28	read study canada visa scholarship need know	1
2977	28	bachelor medical science scholarship griffith university aud	1
2978	28	undergraduate academic excellence scholarship university technology sydney aud	1
2979	28	international undergraduate full tuition scholarship university technology sydney full tuition	1
2980	28	postgraduate academic excellence scholarship university technology sydney aud	1
2981	28	best express	1
2982	28	live	1
2983	28	amit shah dares mamata banerjee arrest saying jai sri ram	1
2984	28	bjp polling agent seen video influencing voters inside faridabad booth arrested	1
2985	28	mamata banerjee morphed picture sc hear tomorrow bjp leader plea arrest	1
2986	28	international postgraduate coursework full tuition scholarship university technology sydney full tuition	1
2987	28	anu college business economics india excellence scholarship australian national university aud	1
2988	28	anustudy canberra india scholarship australian national university aud	1
2989	28	research school accounting india merit scholarship australian national international student fee	1
2990	28	international merit scholarship university south australia reduction student contributions tuition fees first year	1
2991	28	explained	1
2992	28	simply put uschina trade war	1
2993	28	curtin international scholarships merit scholarship curtin university first year tuition	1
2994	28	tasmanian international scholarship tis university tasmania reduction registered tuition fees	1
2995	28	triple crown scholarship queensland university technology tuition fees	1
2996	28	qut international college pathway scholarship queensland university tuition fees first semester diploma foundation program	1
2997	28	swinburne international excellence undergraduate scholarship swinburne university technology aud	1
2998	28	rmit international excellence scholarship rmit university tuition fee reduction	1
2999	28	note amounts mentioned australian dollars aud aud inr	1
3000	28	melbourne international undergraduate scholarship open high performing international students entering university melbourne approximately scholarships applicable across study areas	1
3001	28	educational institution university melbourne	1
3002	28	award aud	1
3003	28	dr abdul kalam international postgraduate scholarship available seeking admission university sydney masters programme faculty engineering	1
3004	28	educational institution university sydney	1
3005	28	award per cent tuition fees	1
3006	28	monash international merit scholarship open international students based academic achievement students also evaluated scholarship application statement possibility ambassador monash university	1
3007	28	educational institution monash university	1
3008	28	award aud	1
3009	28	information technology international merit scholarship open international students based academic achievement wish retain scholarship credit average per cent must maintained semester	1
3010	28	educational institution monash university	1
3011	28	award aud	1
3012	28	school chemistry molecular biosciences indian scholarship open indian students studying postgraduate coursework programs administered school chemistry molecular biosciences university queensland total four scholarships awarded year	1
3013	28	educational institution university queensland	1
3014	28	award per cent tuition fees	1
3015	28	bachelor medical science scholarship open academically highperforming students applying bachelor medical science program griffith university holds award value total	1
3016	28	educational institution griffith university	1
3017	28	award aud	1
3018	28	undergraduate academic excellence scholarship university technology sydney uts open international students commencing studies uts degree fulltime oncampus	1
3019	28	educational institution university technology sydney	1
3020	28	award aud	1
3021	28	international undergraduate full tuition scholarship university technology sydney uts open highest ranked international applicants basis outstanding academic performance case multiple applicants tied results following question help finalise scholarships winners intend use uts degree make positive contribution community	1
3022	28	educational institution university technology sydney	1
3023	28	award full tuition fees	1
3024	28	postgraduate academic excellence scholarship university technology sydney uts open commencing international students enrolling postgraduate coursework program uts also high performers academic field	1
3025	28	educational institution university technology sydney	1
3026	28	award aud	1
3027	28	international postgraduate coursework full tuition scholarship university technology sydney uts open commencing international students enrolling postgraduate coursework program uts excellent academic background	1
3028	28	educational institution university technology sydney	1
3029	28	award full tuition fees	1
3030	28	anu college business economics india excellence scholarship open international students made application admission undergraduate postgraduate coursework program anu college business economics achieved outstanding level final years schooling determined cbe academic panel	1
3031	28	educational institution australian national university	1
3032	28	award aud	1
3033	28	anustudy canberra india scholarship highly competitive award open successful international applicants performed exceptionally final years schooling university studies india	1
3034	28	educational institution australian national university	1
3035	28	award aud	1
3036	28	research school accounting india merit scholarship bring international students india past record academic excellence	1
3037	28	educational institution australian national university	1
3038	28	award per cent international student fee	1
3039	28	international merit scholarship open prospective international students eligible study australia excellent academic record	1
3040	28	educational institution university south australia	1
3041	28	award per cent reduction student contributions tuition fees first year	1
3042	28	curtin international scholarships merit scholarship open international students commencing studies curtin western australia campuses winners scholarship per cent first year tuition paid	1
3043	28	educational institution curtin university	1
3044	28	award per cent first year tuition	1
3045	28	tasmanian international scholarship tis commencing international students students submit international student application order get automatically assessed scholarship	1
3046	28	educational institution university tasmania	1
3047	28	award per cent reduction registered tuition fees	1
3048	28	triple crown scholarship order eligible triple crown scholarship queensland university technology applicant must completed qualifying course desired results meet minimum english language entry requirements degree program applied accepted bachelor businessbachelor business internationalmaster businessmaster business	1
3049	28	educational institution queensland university technology	1
3050	28	award per cent tuition fees	1
3051	28	qut international college pathway scholarship open international students offer letter queensland university technology diploma creative industriesdiploma health sciencediploma businessdiploma engineeringdiploma information technologystandard foundationextended foundation besides countryspecific eligibility criteria	1
3052	28	educational institution queensland university technology	1
3053	28	award per cent tuition fees first semester	1
3054	28	swinburne international excellence undergraduate scholarship open international students looking pursue bachelor degree swinburne university technology bachelor aviation piloting bachelor aviation pilotingbachelor business double degree included	1
3055	28	educational institution swinburne university technology	1
3056	28	award aud	1
3057	28	express opinion	1
3058	28	view neighbourhood leniency lanka	1
3059	28	forty years ago may cpi vs communalism	1
3060	28	express news service	1
3061	28	rmit international excellence scholarship open international students excellent academic background overall per cent equivalent last completed qualification financial assistance provided total exceptional international students starting undergraduate postgraduate course university	1
3062	29	wrong indian education system	1
3063	29	answers consolidated best possible extent	1
3064	29	main types answers appear	1
3065	29	half country even access proper education small fraction go university	1
3066	29	lack quality primary education poor	1
3067	29	limited seats universities	1
3068	29	everything rote memorization leading behaviour encourages cramming forgetting rather life long learning	1
3069	29	standardized testing determines everything aptitude students recognized outside format	1
3070	29	lack diversity subjects take college eg ca nt double major math german like usa	1
3071	29	extreme pressure parents society use education financial security cse degrees programming jobs medicine societal pressure get right schools education aspect ensure good job marriage prospects general success life little incentive take risks follow interests encourage creativity generally conformist culture makes educational achievement thing matters social standing	1
3072	29	additional extreme pressure due limited seats resulting intense competition students	1
3073	29	reservation system	1
3074	29	management quota system management quota yahoo answers	1
3075	29	government control education government monopoly education	1
3076	29	right education act	1
3077	29	education sector closed forprofit organizations	1
3078	29	opportunities flexibility cross different streams education	1
3079	29	abhimanyu sadasivan	1
3080	29	photo source mother teenager hanged urges others pay heed children wellbeing national	1
3081	29	abhimanyu old student grade found dead terrace family apartment march committed suicide midst exams left suicide note chemistry exam sheet written	1
3082	29	cbse system based mugging education understanding applying knowledge death lesson reason system change	1
3083	29	source parents suicide teenager get see son final words chemistry exam paper national	1
3084	29	apparently pretty high iq liked reading writing lot	1
3085	29	alone old kriti tripathi student one kota coaching centers jumped death fivestorey building kota april year though comfortably cleared iit entrance exams complained studies centers subjected students unbearable stress depression suicide note	1
3086	29	please government india hrd something coaching institutes suck shut soon possible wrote	1
3087	29	source shut coaching centres suck kota student suicide letter	1
3088	29	old jitesh haryana student chemical engineering iitb committed suicide consuming poisonous substance institute lab may last year depressed due poor academic performance suicide note stated regretted passing jee exam make iit old radha pragati mp ended life march year hanging ceiling rooms stress due exams unable secure first rank examination	1
3089	29	source depressed poor grades iit bombay student kills self times india teens commit suicide exam stress mp	1
3090	29	disturbing accounts numerous point thing indian education system forces pupils live pressurefilled life demanding excellence form external reward marks demand starts right beginning school life decides fate person live qualified life admission colleges based marks cutoff well dignified life everyone acknowledges merits topscorer system emphasizes children report cards instead making understand apply learning importantly never asks satisfied learning school never highlighting inner growth development	1
3091	29	wrong indian education system	1
3092	29	pressurefilled nonrelaxing lifestyle	1
3093	29	nonrelaxing lifestyle	1
3094	29	enough studies go play today take time daily dance like	1
3095	29	kids never hear sentences hear go study students allowed relax daily perhaps would developed healthy resistance pressures life young people instead pushed beyond limits achieve alwaysgoingaftermarks lifestyle	1
3096	29	making report cards supreme focus life	1
3097	29	focus report cards	1
3098	29	think studies make marks	1
3099	29	questions never asked students rather asked get highest marks report card kids took extreme step probably inquiring mind wanted push envelope thinking alas think never asked	1
3100	29	making selfworth dependent external rewards marks	1
3101	29	selfworth dependent marks	1
3102	29	worthy get highest marks	1
3103	29	child raised piece wisdom always feel unworthy whenever scores less topmost selfworth comes self marks one always top leaving sense unworthiness lifetime	1
3104	29	wondering upvoted answer anshul agarwal answer indians collectively wrong collapsed anshul agarwal answer would share creative work us plz upvote collapsed answer ever collapse hopefully instill good sense moderators	1
3105	29	disclaimer illustrations created	1
3106	29	everything wrong india systems read	1
3107	29	jee advanced results declared	1
3108	29	qualifying marks decided	1
3110	29	obc	1
3111	29	scst	1
3112	29	best friend scored even get rank	1
3113	29	scored get rank	1
3114	29	read quora somebody scored get rank	1
3115	29	student scoring less deserving somebody scoring	1
3116	29	got point right old fuss reservation know know	1
3117	29	nt old fuss neither new idea	1
3118	29	consider	1
3119	29	x nt economically stable family background parents could hardly afford school fee prepares years get reputed engineering college country entirely self study manages score category general	1
3120	29	father owns big business town attended best school city got enrolled best coaching centre bunked classes okayish kind student father gifted bmw birthday scores marks jee advanced category st	1
3121	29	deserving x	1
3122	29	need special fee concession x	1
3123	29	know answer questions big	1
3124	29	agree people belonging sections society needed special grants actually unprivileged reservation based one economic condition caste	1
3125	29	say actually seen students like students publically say need study belong scst category sure get admission reputed institute	1
3126	29	country reached state people fighting labeled underprivileged exact opposite going years ago	1
3127	29	law says discriminate anybody basis caste creed race colour ask	1
3128	29	ps friend mine belongs obc category much reservation system till class scored marks mains obc cutoff cleared really thankful reservation system	1
3129	29	edit read	1
3130	29	pages hours physics assignment	1
3131	29	discuss substantial issues education system guys already know like	1
3132	29	reservation system	1
3133	29	limited seats iits	1
3134	29	management quota right education many	1
3135	29	noticed new level issue today pm one mates called	1
3136	29	hey gaurav sure must completed assignments practical work today submit last day submission	1
3137	29	wtf assignment would get completed hours would take least month	1
3138	29	ran gupta shop hostel stationary shop bought pages graphs etc	1
3139	29	took almost hours write pages left pages hands froze refused work	1
3140	29	called girlfriend	1
3141	29	hey write assignment pages whatsapp assignments	1
3142	29	fuck beep beep beep	1
3143	29	crying inside	1
3144	29	slept alarm rang	1
3145	29	wrote pages	1
3146	29	roommate felt pity completed remaining assignments	1
3147	29	assignment submissions practicals files completed	1
3148	29	done	1
3149	29	learned assignments	1
3150	29	actually nothing	1
3151	29	copied assignments teachers gave shit	1
3152	29	major problem education	1
3153	29	placements learning	1
3154	29	cgpa learning	1
3155	29	india copying considerd cool today society family structure students likely cheat selfinterest taken precedence morality people	1
3156	29	get rid cheating copying habits teachers parents much students realise bad cheating definitely lesson lifetime	1
3157	30	manish sisodia says financial irregularities found audit private school south delhi	1
3158	30	manish sisodia says financial irregularities found audit private school south delhi	1
3159	30	pti published may pm	1
3160	30	school charged surplus rs crore session ordered extra money refunded parents adjusted fees charged ahead sisodia said	1
3161	30	manish sisodia financial irregularity audit private school south delhi financial irregularities delhi private schools panchsheel enclave education news	1
3162	30	manish sisodia says financial irregularities found audit private school south delhi	1
3163	30	deputy chief minister manish sisodia saturday said severe financial irregularities found audit private school south delhi sisodia also education minister said private school question raised fees development charges annual charges per cent without informing taking permission government	1
3164	30	delhi government ordered audit seven years school financial reords receiving complaints parents said many things came audit school surplus rs crore despite paying teachers according seventh pay commission said	1
3165	30	school charged surplus rs crore session ordered extra money refunded parents adjusted fees charged ahead sisodia said also said school spent close rs crore buying commercial plot panchsheel enclave constructing building said rent building goes parent body established school	1
3166	30	using school fees building commercial property violation rules sisodia said also said international school opened land said new building constructed since building old new building constructed money generated school fees however new building international school teachers getting salaries form money paid students old school fees paid students international school going another account sisodia added	1
3167	30	citing supreme court appointed duggal committee recommendations said school charge registration fees tuition fees annual charges providing extra facilities fees charged students availing however school charging students swimming skating etc name orientation classes parents charged rs hourlong lecture sisodia said also alleged school collected rs crore caution money government ordered amount refunded parents immediate reaction available school authorities	1
3168	30	ts eamcet results master question papers preliminary keys available eamcettscheacin	1
3169	30	ts eamcet results master question papers preliminary keys along candidate response sheets telangana state eamcet released jawaharlal nehru technological university hyderabad eamcettscheacin candidates appeared visit official website check university also activated objections preliminary keys link website candidates raise objections	1
3170	30	eamcet stands engineering agriculture medical common entrance test conducted annually jawaharlal nehru technological university hyderabad behalf tsche admission various professional courses offered university private colleges state telangana	1
3171	30	according press release released website	1
3172	30	candidates response sheets downloaded submitting credentials hall ticket number registration number date birth master question papers sessions respective preliminary keys ts eamcet hosted official website https eamcettscheacin available download last date online submission objections official website monday	1
3173	30	candidates advised read guidelinesinstructions given website submitting objections online mode	1
3174	30	candidates need know results exam released soon official website details candidates visit official website ts eamcet submit objection check details	1
3175	30	nirf nirf shake bschool world	1
3176	30	rajiv r thakur	1
3177	30	anxiety excitement surrounded recent release national institutional ranking framework nirf fourth higher education institutions since nirf results show barring institutions established credentials rest need focus creating value relevant curriculum good teachinglearning process rich intellectual pool good research investing resources keeping students centre entire process ironically priority many institutions past decade creating hollow branding attract students trend part encouraged spurt private ranking agencies	1
3178	30	management education category iim ahmedabad got dethroned first place secured nirf iim bangalore among top six iims three iits xlri jamshedpur private institute	1
3179	30	nirf evolved objective measure years management education category incorporates ranking methodology parameters teaching learning resources tlr research professional practice rpp graduation outcomes go outreach inclusivity oi perception parameters quite different ranking agencies numerous categories stream unlike nirf every type institution clubbed one stream	1
3180	30	nirf ranking business schools clearly brings three clusters first top three iims bangalore ahmedabad calcutta overall scores respectively narrow score range tipped high order competition across parameters global aspirations second cluster considered iims private business schools rank band scores lie wide variation institutes need focus rpp perception tlr go oi sequence indicating order priority future efforts third cluster identified private business schools autonomous private universityrun fall rank score range score differences schools decimals cluster typically characterises low rpp low perception relatively low tlr go oi time astonishing institutions abovementioned third second cluster find place amongst list top business schools ranked ranking bodies hence raising question mark objectivity neutrality rankings	1
3181	30	say nirf methodology perfect instance nirf combines governmentsupported private schools institutions huge differences age scale institutions standalone part university also clubbed together universitylinked school institution would impact rankings compared standalone younger institution similarly much focus research neglect parameters tellall true quality institution	1
3182	30	aspects like value system institutions inculcate students longterm global intent best practices internationalisation rural immersion industry connect important elements missing nirf parameters considered moot question bottom ranked unranked business schools country wake nirf standards focusing core issues value creation continue remain fringe brand building nothing addressing needs certain rankings vying certain accreditations remaining hollow teachinglearning skill development industry readiness placements etc	1
3183	30	author professor strategy birla institute management technology views personal	1
3184	31	key issues indian education system facing	1
3185	31	ritesh rawal	1
3186	31	even though india literacy rate growing truly imparting kind education modern times demand every indian answer number issues indian education system facing one ruralurban gap appears little attention paid education system rural india according aser students standard attending rural schools capable reading text meant junior classes	1
3187	31	lack ample schools local transportation problem rural india assumes greater significance comes education many places good schools outside villages deter parents sending kids schools lack affordable schools compared urban areas government schools spread rural areas discourage parents spend kids education	1
3188	31	poor infrastructure rural schools lack good infrastructure including welltrained teachers leads poor quality education imparted various studies demonstrated wide gap rural urban education urban areas number schools per person higher quality education relative lack infrastructure including reliable electricity also seen schools rural india numerous nonacademic issues deal including staff infrastructure thus fully capable focusing student development	1
3189	31	need new learning techniques betterment rural education technology example electricity shortage met say solar power also need rethink education delivery face existing focus conceptual learning practical knowledge going beyond classroom	1
3190	31	author founder ritesh rawal foundation views personal	1
3191	31	indian students prefer asiapacific europe mba us applications see drop	1
3192	31	united states popular destination indian students pursue master degree steady rise number indian students studying usa thanks excellent quality education career prospects us remains top choice indian students pursue master science engineering recent stats shown dip mba applicants usa	1
3193	31	survey carried graduate management admission council gmac conducts gmat qualifying test mba admissions united states graduate business programs taught universities sample set survey	1
3194	31	decline mba applicants india according survey	1
3195	31	time increase asiapacific region rise canada europe course still opted students usa preferred previously reveals indian students seen prefer europe asiapacific well canada master business	1
3196	31	along asiapacific region seen rise applications indian also significant amount international students	1
3197	31	universities united states eager onboard international talent mba programs high cost studying united states along volatile visa policy indians might one reasons indian students opting countries united states	1
3198	31	mba program applicants working professionals wanting add experience master degree since rate employment graduate individuals india increasing hence pursuing master degree quitting existing jobs might top choice indians going forward	1
3199	31	nonus programs still generating interest among students opportunitycost higher usa dip us applications said sangeet chowfla ceo president gmac	1
3200	31	according experts positive change united states country steady economic growth needs diversity international talent international individuals need given liberty study work usa	1
3201	31	better visa policies decrease overall cost pursuing mba usa change scenario going ahead	1
3202	31	government provide free coaching jee neet onwards	1
3203	31	preparing engineering medical entrance tests costly affair given everrising prices private tuitions test series late august hrd ministry declared intent provide free coaching entrance exams onwards	1
3204	31	serves ray hope unable afford expensive coaching students need scoring exams	1
3205	31	according latest update entrance exams like neet jee main conducted nta national testing agency exams previously conducted cbse central board secondary education	1
3206	31	neet jee main held online government equipped practice centers enable students practice online format examinations practice centres operational september students able take mocktests offered prior actual examinations	1
3207	31	starting centers also set provide free coaching students appearing jee main neet coaching especially benefit rural semiurban students afford access good quality training examinations	1
3208	31	serve blow expensive private coaching institutes benefit students	1
3209	31	coaching proposed begin may	1
3210	31	neet jee net conducted national testing agency year	1
3211	31	according latest updates general test examinations like neet jee net conducted national testing agency	1
3212	31	neet exam conducted entrance test undergraduate medical whereas jee test conducted undergraduate engineering exams along net eligibility test teachers professors previously conducted cbse central board secondary education	1
3213	31	nta national test agency also responsible conducting several prominent examinations national level	1
3214	31	nta received cabinet approval november special agency created specifically conduct examinations nta set develop improve education system national level	1
3215	31	nta also conducting following important exams coming year	1
3216	31	jee mains	1
3217	31	neet	1
3218	31	cmat	1
3219	31	gpat	1
3220	31	net	1
3221	31	dedicated agency conduct exams means wellorganised exam result structure centralised processes better amenities provisions exam centres exams adapting online format muchneeded step	1
3222	31	changes syllabus examinations paperonly tests conducted online unlike	1
3223	31	said ensure delays conducting exams announcing results well chances paper leak malpractices	1
3224	31	light news another interesting update provided office prakash jawadekar hrd minister according update national testing agency also provide free coaching jee neet examinations	1
3225	32	new delhi telangana ssc result announced today telangana ssc result live update year directorate government examinations telangana also known ssc board conducted exam march april year board declaring result days later declared last year telangana ssc result released april students qualified exam pass percentage among female students among male students	1
3226	32	admission intermediate courses schools colleges telangana state board intermediate education begin may per latest update released board classes intermediate courses begin june government private aided private unaided cooperative tsresidential social welfare residential tribal welfare residential bc welfare residential incentive minority residential kgbv tsmodel junior colleges composite degree colleges	1
